City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,minas,-34.3759,-55.2377,292.98,73,99,5.91,UY,1685062458
281,kavieng,-2.5744,150.7967,301.57,73,18,2.04,PG,1685062458
282,zvishavane,-20.3267,30.0665,287.96,52,15,1.77,ZW,1685062458
283,cherskiy,68.75,161.3,287.8,39,41,3.98,RU,1685062458
284,veraval,20.9,70.3667,301.5,78,8,7.68,IN,1685062458
285,te anau,-45.4167,167.7167,285.29,93,100,3.63,NZ,1685062223
286,havelock,34.8791,-76.9013,291.15,81,100,7.2,US,1685062459
287,santo anastacio,-21.8383,-51.6103,296.35,66,0,3.97,BR,1685062459
288,aksay,47.26,39.87,292.18,84,100,0.45,RU,1685062459
289,hirara,24.8,125.2833,300.07,78,40,5.14,JP,1685062459
290,elk city,35.412,-99.4043,296.14,68,0,3.09,US,1685062459
291,parichha,25.5167,78.75,300.13,48,100,6.25,IN,1685062460
292,beloha,-25.1667,45.05,290.46,80,0,4.13,MG,1685062460
293,karratha,-20.7377,116.8463,295.42,33,6,11.38,AU,1685062460
294,macusani,-14.0833,-70.4333,275.2,92,97,0.85,PE,1685062460
295,sebinkarahisar,40.2883,38.4236,282.95,79,100,1.76,TR,1685062460
296,chokurdakh,70.6333,147.9167,274.29,93,100,2.81,RU,1685062460
297,chuy,-33.6971,-53.4616,292.0,80,79,3.11,UY,1685062460
298,nicoya,10.1483,-85.452,299.17,86,95,0.46,CR,1685062460
299,eureka,40.8021,-124.1637,285.89,83,21,0.89,US,1685062205
300,pudozh,61.8099,36.5345,283.85,87,100,2.77,RU,1685062461
301,kavaratti,10.5669,72.642,302.9,68,3,4.14,IN,1685062461
302,samarai,-10.6167,150.6667,300.41,77,98,4.17,PG,1685062461
303,vila velha,-20.3297,-40.2925,294.23,96,75,1.03,BR,1685062461
304,faanui,-16.4833,-151.75,300.84,75,19,4.86,PF,1685062461
305,teguldet,57.3064,88.1667,280.73,50,8,3.14,RU,1685062461
306,pangnirtung,66.1451,-65.7125,270.81,80,99,2.87,CA,1685062461
307,atar,20.5169,-13.0499,297.44,62,100,5.29,MR,1685062462
308,atikokan,48.7555,-91.6216,290.55,51,100,2.64,CA,1685062462
309,bengkulu,-3.8004,102.2655,299.93,78,37,1.52,ID,1685062462
310,port moresby,-9.4431,147.1797,299.83,83,75,4.12,PG,1685062267
311,sfantu gheorghe,45.8667,25.7833,286.08,93,91,0.28,RO,1685062462
312,biak,-0.9131,122.8766,300.18,73,99,2.29,ID,1685062462
313,prince rupert,54.3161,-130.3201,291.2,65,0,3.09,CA,1685062239
314,yeppoon,-23.1333,150.7333,297.03,54,0,1.26,AU,1685062463
315,guerrero negro,27.9769,-114.0611,290.6,68,44,9.03,MX,1685062463
316,santa adelia,-21.2428,-48.8042,290.81,61,0,2.71,BR,1685062463
317,demba,-5.51,22.2667,294.73,76,14,1.15,CD,1685062463
318,ballina,-28.8667,153.5667,294.7,47,100,4.06,AU,1685062463
319,huarmey,-10.0681,-78.1522,295.45,79,93,4.56,PE,1685062463
320,mayo,38.8876,-76.5119,292.38,59,0,1.54,US,1685062463
321,taoudenni,22.6783,-3.9836,303.93,20,100,4.86,ML,1685062464
322,clinton,42.587,-82.9199,289.33,56,0,2.57,US,1685062464
323,san jose,37.3394,-121.895,295.67,55,20,4.63,US,1685062387
324,turukhansk,65.8167,87.9833,279.81,67,100,0.76,RU,1685062464
325,henties bay,-22.116,14.2845,287.07,90,0,6.02,NA,1685062464
326,bonavista,48.6499,-53.1147,276.55,90,100,5.28,CA,1685062464
327,plymouth,41.8334,-70.8328,287.69,67,100,0.0,US,1685062220
328,ilula,-7.6766,36.0366,289.45,96,86,2.3,TZ,1685062465
329,college,64.8569,-147.8028,296.33,28,75,3.6,US,1685062465
330,victoria,22.2855,114.1577,304.93,89,38,4.47,HK,1685062212
331,touros,-5.1989,-35.4608,298.96,85,96,5.54,BR,1685062404
332,lorengau,-2.0226,147.2712,302.12,69,17,1.03,PG,1685062465
333,saint-esteve,42.7131,2.843,289.16,92,0,3.09,FR,1685062465
334,mountmellick,53.1136,-7.32,286.35,89,12,0.45,IE,1685062465
335,pareora,-44.4871,171.2132,288.81,57,100,10.28,NZ,1685062466
336,aygedzor,38.9785,46.2079,288.31,78,62,1.23,AM,1685062466
337,vierzon,47.2101,2.0625,287.9,95,0,3.86,FR,1685062466
338,thonon-les-bains,46.25,6.5,282.97,85,6,1.65,FR,1685062466
339,woodend,-43.3167,172.6667,288.39,60,100,2.24,NZ,1685062467
340,vostok,46.4856,135.8833,290.31,38,100,2.66,RU,1685062467
341,serowe,-22.3833,26.7167,289.82,47,1,2.8,BW,1685062467
342,jiuquan,39.7432,98.5174,290.69,16,100,1.75,CN,1685062467
343,aklavik,68.2191,-135.0107,274.01,86,100,4.11,CA,1685062467
344,nova petropolis,-29.3764,-51.1144,291.22,79,0,1.9,BR,1685062467
345,kailua,21.4022,-157.7394,302.14,68,40,7.2,US,1685062467
346,bathsheba,13.2167,-59.5167,300.49,89,40,3.09,BB,1685062468
347,halifax,44.6453,-63.5724,282.87,84,100,7.2,CA,1685062369
348,korla,41.7597,86.1469,293.09,24,12,4.54,CN,1685062468
349,cacahuatepec,16.8861,-99.6106,302.91,65,27,2.33,MX,1685062468
350,marawi,7.9986,124.2928,299.0,73,94,0.89,PH,1685062468
351,salto de agua,17.6167,-92.3667,302.01,54,6,3.22,MX,1685062468
352,birao,10.2849,22.7882,304.34,27,55,1.27,CF,1685062469
353,orocue,4.7912,-71.3354,297.99,90,100,2.5,CO,1685062469
354,padang,-0.9492,100.3543,299.18,81,100,0.68,ID,1685062469
355,hrob,50.6592,13.7268,283.4,87,1,4.02,CZ,1685062469
356,clyde river,70.4692,-68.5914,274.28,75,75,11.32,CA,1685062469
357,baherden,38.4362,57.4316,297.69,17,5,3.31,TM,1685062469
358,viedma,-40.8135,-62.9967,286.46,51,100,4.04,AR,1685062411
359,baykit,61.67,96.37,278.04,63,14,2.85,RU,1685062470
360,panzhihua,26.5851,101.7128,299.73,49,5,1.11,CN,1685062470
361,tambacounda,13.7539,-13.7586,305.18,45,0,2.06,SN,1685062470
362,sokolo,14.7328,-6.1219,305.86,25,35,3.94,ML,1685062470
363,jalalabad,34.4265,70.4515,296.92,50,0,0.87,AF,1685062470
364,sorong,-0.8833,131.25,300.45,83,100,6.05,ID,1685062470
365,natal,-5.795,-35.2094,298.51,94,40,2.06,BR,1685062470
366,capaci,38.1711,13.2393,292.73,88,0,4.63,IT,1685062471
367,nioro,13.35,-15.75,302.11,50,100,5.43,GM,1685062471
368,joshimath,30.5667,79.5667,287.74,71,100,0.75,IN,1685062471
369,ormara,25.2088,64.6357,301.15,91,0,7.98,PK,1685062471
370,rorvik,64.8621,11.2373,277.21,81,40,3.09,NO,1685062471
371,nanortalik,60.1432,-45.2371,273.81,99,100,2.74,GL,1685062471
372,pangody,65.85,74.4859,282.53,59,100,5.66,RU,1685062471
373,lima,-12.0432,-77.0282,295.29,76,100,5.14,PE,1685062226
374,killorglin,52.1,-9.7833,284.42,97,18,1.89,IE,1685062472
375,ferkessedougou,9.6,-5.2,296.97,82,18,0.89,CI,1685062472
376,los llanos de aridane,28.6585,-17.9182,290.01,82,75,3.09,ES,1685062472
377,gamba,-2.65,10.0,297.72,94,84,2.47,GA,1685062472
378,terrace,54.5163,-128.6035,299.1,33,75,3.09,CA,1685062472
379,shenkursk,62.1091,42.896,287.23,97,100,2.35,RU,1685062472
380,alofi,-19.0595,-169.9187,296.09,88,100,4.12,NU,1685062472
381,nouadhibou,20.931,-17.0347,292.14,88,100,8.23,MR,1685062473
382,mozirje,46.3394,14.9633,289.14,87,74,0.59,SI,1685062473
383,marienburg,54.0359,19.0266,284.2,88,0,2.97,PL,1685062473
384,tura,25.5198,90.2201,295.96,85,100,1.19,IN,1685062473
385,vitim,59.4511,112.5578,287.28,35,100,4.46,RU,1685062473
386,bandundu,-3.3167,17.3667,296.56,84,9,0.37,CD,1685062473
387,cap malheureux,-19.9842,57.6142,297.23,81,69,8.25,MU,1685062473
388,half moon bay,37.4636,-122.4286,294.63,72,100,8.75,US,1685062313
389,agnibilekrou,7.1344,-3.2047,295.74,99,99,0.58,CI,1685062474
390,hay river,60.8156,-115.7999,285.14,58,99,3.6,CA,1685062474
391,requena,39.4883,-1.1004,285.11,93,100,3.31,ES,1685062474
392,yumen,40.2833,97.2,289.66,15,100,3.21,CN,1685062474
393,carlisle,40.2015,-77.1889,291.83,60,94,2.48,US,1685062474
394,xique-xique,-10.8218,-42.7263,297.82,66,2,8.38,BR,1685062474
395,matagami,49.7502,-77.6328,287.21,33,0,2.06,CA,1685062472
396,margate,51.3813,1.3862,284.19,77,7,3.13,GB,1685062475
397,marrakesh,31.6315,-8.0083,293.19,64,40,2.57,MA,1685062338
398,nantucket,41.2835,-70.0995,286.23,67,0,2.06,US,1685062475
399,meulaboh,4.1363,96.1285,298.94,87,93,1.61,ID,1685062475
400,devils lake,48.1128,-98.8651,301.21,30,0,8.75,US,1685062260
401,baza,37.4907,-2.7726,288.38,85,98,3.23,ES,1685062442
402,nabire,-3.3667,135.4833,303.1,64,8,2.24,ID,1685062475
403,mehamn,71.0357,27.8492,278.12,81,100,2.06,NO,1685062475
404,mount isa,-20.7333,139.5,294.02,30,0,9.26,AU,1685062476
405,omsukchan,62.5333,155.8,278.84,65,100,2.7,RU,1685062476
406,skibbereen,51.55,-9.2667,288.21,92,11,2.87,IE,1685062476
407,dunedin,-45.8742,170.5036,288.08,64,100,5.77,NZ,1685062476
408,nattarasankottai,9.8667,78.5667,303.0,60,26,1.43,IN,1685062476
409,fiumicino,41.7675,12.2291,293.21,65,100,3.6,IT,1685062476
410,kampene,-3.6,26.6667,293.89,93,100,0.96,CD,1685062477
411,nouakchott,18.0858,-15.9785,301.11,64,100,7.55,MR,1685062477
412,three hills,51.7001,-113.2686,290.19,50,35,5.14,CA,1685062477
413,fort frances,48.5999,-93.4003,297.27,33,0,4.12,CA,1685062328
414,krivosheino,57.3431,83.9261,280.5,50,60,3.19,RU,1685062477
415,tarauaca,-8.1614,-70.7656,296.19,91,52,0.3,BR,1685062477
416,olafsvik,64.8945,-23.7142,279.3,81,100,5.35,IS,1685062477
417,san policarpo,12.1791,125.5072,302.19,76,40,3.95,PH,1685062477
418,pacifica,37.6138,-122.4869,292.99,82,40,8.75,US,1685062478
419,progreso,21.2833,-89.6667,301.54,75,0,3.91,MX,1685062478
420,cape canaveral,28.4058,-80.6048,298.75,80,40,6.17,US,1685062286
421,manggar,-2.8833,108.2667,302.65,68,81,5.65,ID,1685062478
422,san cristobal,7.7669,-72.225,295.25,99,98,1.38,VE,1685062478
423,vastseliina,57.7303,27.2932,280.02,74,6,2.6,EE,1685062478
424,obo,5.3998,26.4869,295.27,69,90,2.22,CF,1685062478
425,avera,33.194,-82.5271,296.18,61,100,3.45,US,1685062478
426,providencia,28.7167,-111.5833,303.26,41,100,4.09,MX,1685062479
427,tooele,40.5308,-112.2983,291.23,55,40,4.12,US,1685062479
428,vanimo,-2.6741,141.3028,302.6,70,48,1.68,PG,1685062479
429,saint-francois,46.4154,3.9054,282.84,93,0,1.54,FR,1685062479
430,vardo,70.3705,31.1107,278.14,60,100,5.14,NO,1685062479
431,bubaque,11.2833,-15.8333,298.8,84,100,9.41,GW,1685062479
432,asau,46.4333,26.4,285.66,88,100,2.1,RO,1685062480
433,luanda,-8.8368,13.2343,297.15,88,20,2.06,AO,1685062235
434,azul,-36.777,-59.8585,292.2,100,100,6.17,AR,1685062480
435,mokrous,51.2333,47.5167,295.0,30,100,6.88,RU,1685062480
436,deputatskiy,69.3,139.9,270.22,88,100,2.04,RU,1685062480
437,skeldon,5.8833,-57.1333,298.25,95,60,1.86,GY,1685062480
438,kota kinabalu,5.9749,116.0724,301.14,74,20,2.06,MY,1685062480
439,kermen,42.5,26.25,286.17,89,71,0.97,BG,1685062481
440,bonthe,7.5264,-12.505,299.77,85,100,1.07,SL,1685062481
441,iqaluit,63.7506,-68.5145,275.0,80,100,5.14,CA,1685062481
442,smithers,54.7804,-127.1743,299.33,18,20,0.0,CA,1685062481
443,bac lieu,9.285,105.7244,303.13,66,22,4.82,VN,1685062481
444,chicama,-7.8447,-79.1469,295.45,75,11,3.36,PE,1685062481
445,celestun,20.8667,-90.4,299.89,73,0,4.79,MX,1685062481
446,horki,54.2861,30.9842,285.01,85,23,2.53,BY,1685062482
447,vila franca do campo,37.7167,-25.4333,289.38,87,32,2.9,PT,1685062482
448,portadown,54.4241,-6.4412,284.05,95,11,2.2,GB,1685062482
449,otane,-39.8833,176.6333,288.16,50,0,0.63,NZ,1685062223
450,arzgir,45.3728,44.2206,294.35,74,100,3.26,RU,1685062482
451,beringovskiy,63.05,179.3167,273.53,90,98,6.04,RU,1685062482
452,tuatapere,-46.1333,167.6833,285.88,90,100,4.61,NZ,1685062482
453,ayna,-12.65,-73.9167,288.34,82,90,1.3,PE,1685062483
454,namibe,-15.1961,12.1522,293.3,69,0,3.67,AO,1685062483
455,mountain home,43.133,-115.6912,297.27,39,73,6.26,US,1685062483
456,vestmanna,62.1564,-7.1664,280.66,76,75,8.75,FO,1685062483
457,aripuana,-9.1667,-60.6333,298.63,78,56,0.47,BR,1685062483
458,biscarrosse,44.3945,-1.1672,284.12,82,0,1.54,FR,1685062483
459,quesnel,52.9999,-122.5029,298.43,33,0,3.09,CA,1685062483
460,kidodi,-7.6036,37.0044,293.94,84,68,0.84,TZ,1685062484
461,porto nacional,-10.7081,-48.4172,300.15,53,94,0.53,BR,1685062484
462,phu ly,20.5411,105.9139,302.88,73,10,1.89,VN,1685062484
463,nova olinda do norte,-3.8881,-59.0942,299.59,79,100,1.08,BR,1685062484
464,kachug,53.9606,105.8817,278.36,73,81,2.81,RU,1685062484
465,kerema,-7.9631,145.7785,299.07,84,100,1.92,PG,1685062484
466,karpathos,35.507,27.2132,291.13,94,0,1.03,GR,1685062484
467,shubarkuduk,49.1447,56.4872,290.69,39,0,3.66,KZ,1685062485
468,davidson,36.1501,-86.7833,299.31,53,20,6.17,US,1685062485
469,harindanga,22.0383,88.3214,302.08,74,4,4.37,IN,1685062485
470,tingo maria,-9.2895,-76.0088,294.02,98,42,1.01,PE,1685062485
471,glendive,47.1053,-104.7125,297.94,64,0,3.6,US,1685062485
472,vila,42.0304,-8.1588,282.64,72,4,3.28,PT,1685062485
473,changji,44.0167,87.3167,292.59,32,0,1.0,CN,1685062485
474,takoradi,4.8845,-1.7554,299.84,85,100,2.94,GH,1685062486
475,poum,-20.2333,164.0167,295.55,56,0,2.32,NC,1685062486
476,tual,-5.6667,132.75,300.42,69,78,7.83,ID,1685062486
477,panuco,22.05,-98.1667,301.08,64,4,5.69,MX,1685062486
478,kieta,-6.2167,155.6333,301.36,75,100,1.02,PG,1685062486
479,roros,62.5747,11.3842,273.06,80,20,5.14,NO,1685062486
480,oranjemund,-28.55,16.4333,284.98,81,100,2.11,NA,1685062486
481,castlemaine,-37.0667,144.2167,282.59,66,12,5.08,AU,1685062486
482,oksfjord,70.2396,22.3479,278.25,91,100,3.74,NO,1685062487
483,camana,-16.6228,-72.7111,292.57,86,73,4.07,PE,1685062487
484,shipunovo,52.1582,82.2173,282.46,48,0,5.73,RU,1685062487
485,alugan,12.2188,125.4808,302.11,76,31,3.86,PH,1685062487
486,lyuban,52.7985,28.0048,285.92,83,18,2.46,BY,1685062487
487,dongying,37.4564,118.4856,297.65,44,100,2.82,CN,1685062487
488,buenos aires,-34.6132,-58.3772,292.56,97,100,4.05,AR,1685062230
489,richards bay,-28.783,32.0377,295.23,64,76,6.88,ZA,1685062487
490,saint-denis,48.9167,2.3333,288.19,75,0,6.17,FR,1685062488
491,inirida,3.8653,-67.9239,295.9,99,100,1.09,CO,1685062488
492,zabol,32.25,67.25,290.29,23,0,3.13,AF,1685062488
493,bobo dioulasso,11.1771,-4.2979,300.4,78,0,2.06,BF,1685062488
494,passo de camaragibe,-9.2368,-35.4901,297.9,95,25,1.17,BR,1685062488
495,spirit river,55.7833,-118.8361,291.39,67,100,2.0,CA,1685062488
496,jadu,31.953,12.0261,287.38,87,42,3.07,LY,1685062488
497,talgar,43.3027,77.2395,283.24,58,0,2.0,KZ,1685062488
498,cairns,-16.9167,145.7667,299.88,72,40,4.63,AU,1685062440
499,kalemie,-5.9475,29.1947,294.84,84,39,0.81,CD,1685062489
500,ukiah,39.1502,-123.2078,299.09,49,0,4.12,US,1685062489
501,svecha,58.2785,47.5164,289.97,87,100,4.87,RU,1685062489
502,morondava,-20.2833,44.2833,292.85,73,0,2.87,MG,1685062489
503,jumla,29.2747,82.1838,284.94,79,100,1.46,NP,1685062489
504,namikupa,-10.8333,39.6,291.07,97,2,0.54,TZ,1685062490
505,glace bay,46.1969,-59.957,278.4,96,100,5.14,CA,1685062490
506,sur,22.5667,59.5289,305.55,53,100,6.05,OM,1685062490
507,dingle,10.9995,122.6711,301.8,78,100,0.31,PH,1685062490
508,vanavara,60.34,102.2797,280.77,53,69,5.01,RU,1685062490
509,botou,38.0667,116.5667,296.73,50,100,3.33,CN,1685062490
510,alice,27.7523,-98.0697,303.84,52,0,5.14,US,1685062490
511,santiago del estero,-27.7951,-64.2615,296.63,75,19,4.5,AR,1685062491
512,bambanglipuro,-7.95,110.2833,300.22,71,10,4.58,ID,1685062491
513,port hedland,-20.3167,118.5667,296.18,33,37,10.29,AU,1685062491
514,port hardy,50.6996,-127.4199,289.25,72,20,3.6,CA,1685062491
515,kedrovyy,56.1667,91.8167,278.38,51,10,1.99,RU,1685062491
516,port augusta,-32.5,137.7667,287.1,55,60,6.04,AU,1685062491
517,raga,8.4596,25.678,299.22,45,72,1.66,SS,1685062288
518,mao,39.8885,4.2658,290.46,100,40,3.09,ES,1685062492
519,newton,42.337,-71.2092,288.18,54,0,3.09,US,1685062485
520,martinsburg,39.4562,-77.9639,290.37,43,0,3.09,US,1685062204
521,kondoa,-4.9,35.7833,286.49,96,82,1.8,TZ,1685062492
522,killybegs,54.6333,-8.45,283.28,88,77,2.34,IE,1685062492
523,cururupu,-1.8283,-44.8683,297.58,92,19,1.35,BR,1685062492
524,quelimane,-17.8786,36.8883,293.12,88,0,0.0,MZ,1685062492
525,springbok,-29.6643,17.8865,277.54,94,55,0.78,ZA,1685062492
526,ginda,30.6945,78.4932,286.97,56,100,2.23,IN,1685062493
527,broome,42.2506,-75.833,287.36,47,0,4.63,US,1685062493
528,venice,27.0998,-82.4543,296.17,96,75,3.6,US,1685062351
529,belmonte,-15.8631,-38.8828,296.2,89,23,3.9,BR,1685062493
530,vancouver,49.2497,-123.1193,299.25,51,20,3.6,CA,1685061982
531,inhambane,-23.865,35.3833,293.9,76,26,4.46,MZ,1685062493
532,sri aman,1.2376,111.4621,299.18,94,20,1.03,MY,1685062494
533,port blair,11.6667,92.75,301.17,78,40,2.06,IN,1685062342
534,manado,1.487,124.8455,298.58,83,20,2.06,ID,1685062494
535,taganak,6.0833,118.3,301.23,82,100,3.41,PH,1685062494
536,jegunovce,42.0736,21.1236,284.14,86,13,1.44,MK,1685062494
537,njombe,-9.3333,34.7667,282.32,99,21,2.02,TZ,1685062494
538,angoche,-16.2325,39.9086,295.1,69,0,2.85,MZ,1685062494
539,marzuq,14.4,46.4667,298.42,60,72,1.76,YE,1685062494
540,opuwo,-18.0607,13.84,288.02,49,12,0.9,NA,1685062495
541,kimbe,-5.5502,150.1429,302.0,77,77,2.36,PG,1685062495
542,prince albert,53.2001,-105.7677,286.12,94,100,3.09,CA,1685062200
543,olinda,-8.0089,-34.8553,301.0,69,40,4.63,BR,1685062495
544,dukat,62.55,155.55,278.04,63,93,2.86,RU,1685062495
545,kahului,20.8947,-156.47,301.16,64,20,9.77,US,1685062219
546,gondanglegi,-7.7479,112.0132,299.37,73,5,5.47,ID,1685062495
547,fairbanks,64.8378,-147.7164,296.34,28,0,3.6,US,1685062233
548,alta floresta,-9.8756,-56.0861,296.73,68,63,1.64,BR,1685062496
549,westport,41.1415,-73.3579,290.9,55,13,2.68,US,1685062391
550,les cayes,18.2,-73.75,298.78,85,8,1.29,HT,1685062496
551,hastings,50.8552,0.5729,283.33,42,4,6.46,GB,1685062496
552,northam,51.0333,-4.2167,287.93,83,30,3.04,GB,1685062496
553,tiarei,-17.5333,-149.3333,303.16,72,4,3.15,PF,1685062496
554,wanning,18.8003,110.3967,302.45,77,77,3.84,CN,1685062497
555,taltal,-25.4,-70.4833,289.83,79,100,1.3,CL,1685062497
556,jackson,42.4165,-122.8345,301.15,32,0,5.66,US,1685062497
557,wasilla,61.5814,-149.4394,286.14,80,100,3.6,US,1685062497
558,kurumkan,54.3,110.3,280.58,53,78,1.6,RU,1685062497
559,klaksvik,62.2266,-6.589,281.66,85,38,9.33,FO,1685062497
560,coos bay,43.3665,-124.2179,297.77,77,0,10.8,US,1685062462
561,hampton,37.0299,-76.3452,289.27,70,100,6.69,US,1685062224
562,nova vicosa,-17.8919,-39.3719,296.01,87,13,4.5,BR,1685062498
